seqID	sampleID	patientID	experiment	Time	group	group2	pcoa03_axis1	pcoa03_axis2	pcoa03_axis3	nmds03_axis1	nmds03_axis2	nmds03_axis3	simpsoneven_03	simpson_03	simpson_lci_03	simpson_hci_03	invsimpson_03	invsimpson_lci_03	invsimpson_hci_03	shannon_03	shannon_lci_03	shannon_hci_03	npshannon_03	sobs_03	chao_03	chao_lci_03	chao_hci_03	nseqs	Otu0001	Otu0002	Otu0003	Otu0004	Otu0005	Otu0006	Otu0007	Otu0008	Otu0009	Otu0010	Otu0011	Otu0012	Otu0013	Otu0014	Otu0015	Otu0016	Otu0017	Otu0018	Otu0019	Otu0020	Otu0021	Otu0022	Otu0023	Otu0024	Otu0025	Otu0026	Otu0027	Otu0028	Otu0029	Otu0030	Otu0031	Otu0032	Otu0033	Otu0034	Otu0035	Otu0036	Otu0037	Otu0038	Otu0039	Otu0040	Otu0041	Otu0042	Otu0043	Otu0044	Otu0045	Otu0046	Otu0047	Otu0048	Otu0049	Otu0050	Otu0051	Otu0052	Otu0053	Otu0054	Otu0055	Otu0056	Otu0057	Otu0058	Otu0059	Otu0060	Otu0061	Otu0062	Otu0063	Otu0064	Otu0065	Otu0066	Otu0067	Otu0068	Otu0069	Otu0070	Otu0071	Otu0072	Otu0073	Otu0074	Otu0075	Otu0076	Otu0077	Otu0078	Otu0079	Otu0080	Otu0081	Otu0082	Otu0083	Otu0084	Otu0085	Otu0086	Otu0087	Otu0088	Otu0089	Otu0090	Otu0091	Otu0092	Otu0093	Otu0094	Otu0095	Otu0096	Otu0097	Otu0098	Otu0099	Otu0100	Otu0101	Otu0102	Otu0103	Otu0104	Otu0105	Otu0106	Otu0107	Otu0108	Otu0109	Otu0110	Otu0111	Otu0112	Otu0113	Otu0114	Otu0115	Otu0116	Otu0117	Otu0118	Otu0119	Otu0120	Otu0121	Otu0122	Otu0123	Otu0124	Otu0125	Otu0126	Otu0127	Otu0128	Otu0129	Otu0130	Otu0131	Otu0132	Otu0133	Otu0134	Otu0135	Otu0136	Otu0137	Otu0138	Otu0139	Otu0140	Otu0141	Otu0142	Otu0143	Otu0144	Otu0145	Otu0146	Otu0147	Otu0148	Otu0149	Otu0150	Otu0151	Otu0152	Otu0153	Otu0154	Otu0155	Otu0156	Otu0157	Otu0158	Otu0159	Otu0160	Otu0161	Otu0162	Otu0163	Otu0164	Otu0165	Otu0166	Otu0167	Otu0168	Otu0169	Otu0170	Otu0171	Otu0172	Otu0173	Otu0174	Otu0175	Otu0176	Otu0177	Otu0178	Otu0179	Otu0180	Otu0181	Otu0182	Otu0183	Otu0184	Otu0185	Otu0186	Otu0187	Otu0188	Otu0189	Otu0190
17852n10	17852n10	17852	relapse	-10	rel_cdiff_xg	rel_cdiff_xg	0.219161	0.223355	0.273412	-0.463149	-0.334193	0.291861	0.054761	0.055674	0.054217	0.057131	17.961685	17.503628	18.444359	3.73964	3.716277	3.763004	3.763419	328	497.941176	429.421502	612.752276	19668	598	4	2245	187	266	0	115	242	840	681	0	2634	7	0	255	0	21	216	1	21	0	248	692	0	113	104	169	0	2319	231	83	216	808	1	162	578	0	1	0	204	0	18	174	127	0	195	0	58	11	58	281	76	104	1	0	4	0	0	0	0	157	0	0	79	46	5	20	38	21	0	0	39	45	417	9	36	53	0	71	45	46	37	5	114	2	61	61	129	47	3	0	76	0	0	3	18	61	50	95	3	0	86	18	50	13	23	0	251	24	55	0	0	0	19	18	0	0	0	9	5	120	26	102	51	10	10	41	0	0	30	28	0	0	13	10	33	19	36	0	26	12	38	15	39	5	1	30	0	0	4	8	14	0	1	8	25	17	2	11	0	24	0	8	32	117	84	0	0	3	39	0	0	0	21	20	0	10	9	35	0	0	6	0	2	0	2	0	0	3	0
17852p01	17852p01	17852	relapse	1	rel_cdiff_xg	rel_cdiff_xg	-0.53876	0.039809	-0.061913	0.375816	-0.206452	-0.28089	0.057223	0.546109	0.540277	0.551941	1.831136	1.811787	1.850903	0.780343	0.769665	0.791021	0.786421	32	79.5	46.894665	183.48041	21993	15205	5641	21	4	0	1070	0	1	1	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17852p04	17852p04	17852	relapse	4	rel_cdiff_xg	rel_cdiff_xg	0.156658	-0.365052	0.068556	-0.382145	0.362197	-0.189363	0.048605	0.419875	0.414079	0.425671	2.381663	2.349234	2.415	1.177165	1.16291	1.191421	1.18395	49	68.090909	55.65567	103.759748	22324	1562	5037	13336	57	1888	115	2	41	9	0	0	13	0	4	0	0	0	0	1	0	1	5	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
17852p09	17852p09	17852	relapse	9	rel_cdiff_xg	rel_cdiff_xg	-0.496862	-0.0679	-0.000899	0.34788	-0.070405	-0.364723	0.130919	0.50922	0.507098	0.511343	1.963786	1.955635	1.972006	0.69334	0.688669	0.698011	0.696627	15	22	16.451873	48.749509	18068	10324	7724	1	3	3	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17852p11	17852p11	17852	relapse	11	rel_cdiff_xg	rel_cdiff_xg	-0.441215	-0.137171	0.057356	0.326345	0.023813	-0.417222	0.083528	0.498832	0.497446	0.500219	2.004681	1.999125	2.010269	0.718661	0.711323	0.725998	0.725657	24	50.25	31.446642	116.533319	14033	6551	7438	5	3	1	2	0	0	0	2	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17852p14	17852p14	17852	relapse	14	rel_cdiff_xg	rel_cdiff_xg	-0.070676	-0.391778	0.287827	-0.165045	0.144843	-0.494849	0.137827	0.168732	0.164921	0.172543	5.926558	5.795669	6.063496	2.067292	2.04784	2.086743	2.0763	43	73.6	52.496367	141.60192	10121	1126	3083	1445	0	32	57	2	0	1	0	872	0	0	1	1	855	0	0	1	0	1645	0	0	396	0	1	0	116	0	0	0	0	0	1	0	0	71	0	218	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	1	0	40	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0
17852p16	17852p16	17852	relapse	16	rel_cdiff_xg	rel_cdiff_xg	0.011125	-0.28633	0.394039	-0.349612	-0.037583	-0.406139	0.092194	0.098606	0.097005	0.100207	10.141355	9.979318	10.30874	2.651282	2.634454	2.66811	2.664233	110	180.714286	142.430366	264.192224	17834	1701	3267	1948	0	1311	46	1	0	1	0	2345	1	0	0	0	1988	0	0	931	0	825	0	0	643	0	0	0	634	0	0	0	0	0	0	0	0	419	0	454	0	0	0	0	0	0	0	58	0	0	0	22	0	0	0	1	0	0	0	181	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	80	72	0	0	0	1	0	0	0	0	0	94	1	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	27	35	32	0	0	13	0	0	0	14	0	0	20	0	15	0	0	0	4	0
17852p22	17852p22	17852	relapse	22	rel_cdiff_xg	rel_cdiff_xg	0.16932	-0.18639	0.385982	-0.55161	-0.10229	-0.144755	0.095121	0.099178	0.097512	0.100844	10.082876	9.91628	10.255165	2.65986	2.643328	2.676392	2.672744	106	192.769231	146.109917	293.706679	18142	899	1422	3064	8	2314	63	35	0	1	2	2940	0	0	0	0	674	0	0	1833	1	55	2	0	706	0	0	0	672	0	0	0	0	0	0	0	1	450	0	507	0	0	0	0	1	0	0	1005	0	0	0	148	0	0	0	0	0	0	0	220	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	1	0	0	0	0	15	75	0	0	0	2	0	0	0	0	0	70	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	8	29	1	0	0	30	0	0	0	17	0	0	19	0	26	0	0	0	6	0
17852p28	17852p28	17852	relapse	28	rel_cdiff_xg	rel_cdiff_xg	0.231602	-0.207547	0.38683	-0.624958	-0.061024	-0.122798	0.077814	0.101994	0.100295	0.103693	9.804529	9.643889	9.970611	2.74006	2.724782	2.755337	2.750124	126	204.4	162.981752	292.205215	26031	72	987	5262	1	2157	444	292	0	0	1	4237	0	1	0	0	1698	0	0	2988	0	117	1	0	1296	1	0	0	1436	1	0	0	0	0	0	0	0	616	0	852	1	0	0	0	0	0	0	471	1	0	0	49	0	1	0	0	1	0	0	375	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	5	189	0	0	0	16	0	0	0	0	0	92	0	0	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	31	79	151	0	0	93	0	0	0	80	0	0	45	0	37	0	0	0	6	0
17853cec	17853cec	17853	relapse	28	rel_cdiff_xg	rel_cdiff_xg	0.229708	-0.18959	0.388385	-0.625992	-0.076253	-0.110563	0.094655	0.099667	0.097563	0.101772	10.03338	9.825893	10.249818	2.735313	2.715759	2.754868	2.748537	106	174.333333	136.11068	261.076022	15098	45	595	2928	7	1331	240	374	1	0	1	2149	0	0	1	0	945	0	1	2153	0	16	0	0	514	0	0	0	700	0	0	0	0	0	0	0	0	428	0	299	0	0	0	0	0	0	0	545	0	0	0	63	0	0	0	0	0	0	0	232	0	0	0	472	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	1	0	0	0	0	0	0	0	0	89	0	0	0	9	0	0	0	0	0	40	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	22	28	92	0	0	48	0	0	0	13	0	0	20	0	33	0	0	0	5	0
17853n10	17853n10	17853	relapse	-10	rel_cdiff_xg	rel_cdiff_xg	0.236906	0.469308	0.298645	-0.210799	-0.387015	0.525245	0.066498	0.038959	0.038085	0.039833	25.668265	25.105055	26.257324	3.879266	3.860199	3.898334	3.905218	386	588.521739	514.362457	705.525317	23541	449	1	557	969	1193	0	367	611	1174	1248	0	2785	7	0	473	0	6	920	0	30	0	1300	1072	0	70	54	259	0	1197	284	82	409	494	2	127	581	0	0	0	642	0	236	142	150	1	81	0	70	11	29	508	226	265	0	0	3	0	0	0	0	92	0	0	173	26	7	12	35	13	0	3	17	41	237	3	27	55	0	67	6	95	31	2	157	3	3	94	171	72	2	0	75	0	0	4	11	95	14	47	1	0	206	10	70	0	27	1	97	24	17	0	1	0	9	4	0	4	0	1	3	117	41	38	152	32	0	45	0	0	12	72	0	0	1	6	44	19	46	0	30	5	91	18	4	60	1	28	3	0	0	36	48	3	3	17	30	15	0	3	0	10	0	21	29	100	49	0	0	4	84	0	0	0	19	23	0	16	4	27	0	24	14	0	6	0	0	0	0	3	0
17853p00	17853p00	17853	relapse	0	rel_cdiff_xg	rel_cdiff_xg	-0.517422	0.186579	-0.102446	0.459366	-0.348604	-0.158763	0.059026	0.996573	0.995375	0.997771	1.003439	1.002234	1.004647	0.017106	0.011674	0.022539	0.020968	17	35	20.984991	98.305086	18074	18043	3	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17853p01	17853p01	17853	relapse	1	rel_cdiff_xg	rel_cdiff_xg	-0.526608	0.187	-0.102224	0.406316	-0.365042	-0.184744	0.077616	0.715778	0.708547	0.723009	1.397081	1.383109	1.411338	0.476989	0.466584	0.487393	0.480955	18	29.25	20.652158	65.72057	18192	15085	28	4	4	1	3055	0	1	0	0	0	0	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
17853p04	17853p04	17853	relapse	4	rel_cdiff_xg	rel_cdiff_xg	0.141763	-0.291035	0.078956	-0.386793	0.253716	-0.149301	0.082261	0.296498	0.292273	0.300723	3.372702	3.325319	3.421456	1.461991	1.448801	1.475182	1.468121	41	79	53.235207	159.020071	20099	2427	3355	9195	4	4235	225	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
17853p09	17853p09	17853	relapse	9	rel_cdiff_xg	rel_cdiff_xg	-0.456214	-0.121514	0.042577	0.331011	0.001048	-0.405113	0.062734	0.498138	0.497548	0.498729	2.007475	2.005097	2.009858	0.71181	0.70681	0.716811	0.718773	32	101	54.800962	240.806977	22804	11229	11531	8	1	2	1	0	0	0	0	3	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17853p11	17853p11	17853	relapse	11	rel_cdiff_xg	rel_cdiff_xg	-0.461087	-0.116004	0.03772	0.332727	-0.006532	-0.401058	0.064749	0.498199	0.497654	0.498743	2.007232	2.005041	2.009427	0.710751	0.705891	0.715612	0.717281	31	77.2	46.339531	170.146367	22944	11490	11413	5	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17853p14	17853p14	17853	relapse	14	rel_cdiff_xg	rel_cdiff_xg	-0.027424	-0.386468	0.325943	-0.255327	0.095142	-0.472739	0.085995	0.126398	0.124028	0.128767	7.911545	7.765978	8.062674	2.428315	2.410758	2.445871	2.440436	92	123.166667	105.349296	164.76497	16704	1567	4140	2257	4	72	61	0	0	0	1	1826	0	0	1	0	1814	1	0	2	0	1581	0	0	883	0	0	0	322	0	0	0	0	0	0	0	0	375	0	511	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	36	247	0	0	0	5	0	0	0	0	0	133	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	30	28	0	0	0	9	0	0	0	13	0	0	20	0	23	0	0	0	0	0
17853p16	17853p16	17853	relapse	16	rel_cdiff_xg	rel_cdiff_xg	0.077115	-0.344458	0.413633	-0.443548	0.015076	-0.426452	0.081515	0.122677	0.120413	0.124941	8.1515	8.003803	8.30475	2.498269	2.478027	2.518511	2.513646	100	210	147.747238	353.417802	14256	414	2737	2028	6	457	87	1	0	0	0	2574	0	2	0	0	2203	2	0	248	0	189	0	0	753	0	0	0	361	0	1	0	0	0	0	0	0	552	0	483	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	289	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	23	103	1	0	0	1	0	0	0	0	0	116	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	39	27	8	0	0	27	0	0	0	9	0	0	25	0	27	0	0	0	1	0
17853p22	17853p22	17853	relapse	22	rel_cdiff_xg	rel_cdiff_xg	0.184876	-0.191112	0.407542	-0.615002	-0.110332	-0.154609	0.113886	0.103302	0.100997	0.105607	9.680346	9.469028	9.901312	2.689979	2.668846	2.711112	2.700961	85	112.083333	95.33343	155.983878	12518	192	725	2103	2	1128	132	13	0	4	0	2267	0	0	0	0	451	0	0	1829	0	24	0	2	528	0	0	0	513	0	0	0	1	0	0	0	0	359	0	362	0	0	0	0	0	1	0	541	0	0	0	37	0	0	0	0	0	0	1	112	0	0	0	178	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	5	105	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	8	23	25	0	0	39	0	0	0	35	0	0	14	0	22	0	0	0	2	0
17853p28	17853p28	17853	relapse	28	rel_cdiff_xg	rel_cdiff_xg	0.223937	-0.194733	0.38229	-0.636744	-0.078184	-0.117315	0.083079	0.114635	0.112391	0.11688	8.72332	8.555803	8.897529	2.605394	2.586243	2.624545	2.618439	105	171.230769	134.615089	253.117564	16435	60	466	3380	6	1308	179	312	0	0	0	2863	0	0	0	0	1023	0	1	2507	0	25	0	0	724	0	0	0	872	0	0	0	0	0	0	0	0	397	0	423	0	1	0	0	0	0	0	376	0	0	0	67	0	0	0	0	0	0	0	213	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	1	80	0	0	0	10	0	0	0	0	0	54	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	18	41	2	0	0	40	0	0	0	21	0	0	24	0	24	0	0	0	5	0
17854cec	17854cec	17854	relapse	28	rel_cdiff_xg	rel_cdiff_xg	0.203635	-0.209069	0.417802	-0.600676	-0.077948	-0.158039	0.09721	0.090237	0.088681	0.091793	11.081914	10.8941	11.276318	2.776714	2.759834	2.793594	2.789718	114	191.214286	149.800203	280.536652	18220	120	1422	3047	4	1746	369	304	1	0	0	2381	0	1	0	0	1233	1	0	2348	0	31	0	0	737	0	0	0	1032	0	0	0	0	0	0	0	0	373	0	406	0	0	0	0	0	0	0	582	0	0	0	86	0	0	0	0	0	1	0	280	1	0	0	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	229	0	0	0	0	0	0	0	0	2	110	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	18	39	72	0	0	66	0	0	0	42	0	0	24	0	28	0	0	0	4	0
17854n10	17854n10	17854	relapse	-10	rel_cdiff_xg	rel_cdiff_xg	0.22888	0.451989	0.232016	-0.150754	-0.334315	0.500326	0.103985	0.035098	0.034014	0.036182	28.491805	27.638095	29.399937	3.951917	3.923947	3.979887	3.985579	274	401.96875	347.687284	496.236457	10156	528	4	304	547	646	3	141	229	430	444	2	956	2	0	143	0	3	49	1	9	0	594	422	0	9	35	124	0	471	107	33	156	157	0	66	194	0	0	0	265	0	11	43	43	0	55	1	38	39	17	210	26	90	0	0	25	0	0	0	0	128	0	0	41	21	3	8	18	13	0	4	79	19	159	6	16	46	0	36	10	80	31	1	50	0	4	67	176	54	4	0	36	0	0	2	3	17	5	35	2	1	74	36	28	3	9	1	68	19	23	0	0	0	8	4	0	2	1	2	2	91	8	25	25	12	2	17	0	1	8	25	0	0	2	9	41	10	14	0	5	10	44	7	5	21	0	15	0	2	3	26	29	0	0	11	34	7	2	0	0	9	0	7	0	28	13	0	0	5	49	0	0	0	12	8	0	0	1	3	0	10	11	0	1	0	3	0	0	2	0
17854p00	17854p00	17854	relapse	0	rel_cdiff_xg	rel_cdiff_xg	-0.517461	0.186319	-0.102484	0.459121	-0.348443	-0.158926	0.047905	0.994027	0.992214	0.99584	1.006009	1.004177	1.007847	0.028652	0.020771	0.036533	0.034655	21	25	21.85955	39.61439	13707	13666	6	7	2	0	1	2	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
